"[0, 1, 2, 3, 4]",0.127,0.6
"[1, 2, 3, 4, 5]",0.11866666666666667,0.43333333333333335
"[2, 3, 4, 5, 6]",0.08466666666666667,0.5
"[3, 4, 5, 6, 7]",0.08133333333333334,0.43333333333333335
"[4, 5, 6, 7, 8]",0.08366666666666667,0.3
"[5, 6, 7, 8, 9]",0.088,0.3333333333333333
"[6, 7, 8, 9, 10]",0.10833333333333335,0.3
"[7, 8, 9, 10, 11]",0.122,0.6
"[8, 9, 10, 11, 12]",0.13266666666666665,0.8
"[9, 10, 11, 12, 13]",0.123,0.8
"[10, 11, 12, 13, 14]",0.14266666666666666,1.0
"[11, 12, 13, 14, 15]",0.13666666666666666,0.8
"[12, 13, 14, 15, 16]",0.12233333333333334,0.8
"[13, 14, 15, 16, 17]",0.11666666666666667,0.8
"[14, 15, 16, 17, 18]",0.10700000000000001,0.6333333333333333
"[15, 16, 17, 18, 19]",0.088,0.43333333333333335
"[16, 17, 18, 19, 20]",0.10400000000000001,0.43333333333333335
"[17, 18, 19, 20, 21]",0.11599999999999999,0.7
"[18, 19, 20, 21, 22]",0.12066666666666667,0.6
"[19, 20, 21, 22, 23]",0.12500000000000003,0.8
"[20, 21, 22, 23, 24]",0.132,0.8
"[21, 22, 23, 24, 25]",0.11300000000000002,0.7
"[22, 23, 24, 25, 26]",0.11733333333333333,0.7
"[23, 24, 25, 26, 27]",0.10600000000000001,0.4666666666666667
"[24, 25, 26, 27, 28]",0.10166666666666666,0.5333333333333333
"[25, 26, 27, 28, 29]",0.10033333333333332,0.43333333333333335
"[26, 27, 28, 29, 30]",0.11366666666666667,0.6
"[27, 28, 29, 30, 31]",0.10033333333333334,0.8
"[28, 29, 30, 31, 32]",0.09666666666666666,1.0
"[29, 30, 31, 32, 33]",0.11166666666666666,1.0
"[30, 31, 32, 33, 34]",0.11866666666666666,0.6333333333333333
"[31, 32, 33, 34, 35]",0.11066666666666666,0.6333333333333333
"[32, 33, 34, 35, 36]",0.09733333333333336,0.7
"[33, 34, 35, 36, 37]",0.08966666666666667,1.0
"[34, 35, 36, 37, 38]",0.077,0.7
"[35, 36, 37, 38, 39]",0.08299999999999999,0.43333333333333335
"[36, 37, 38, 39, 40]",0.084,0.43333333333333335
"[37, 38, 39, 40, 41]",0.07900000000000001,0.5333333333333333
"[38, 39, 40, 41, 42]",0.09766666666666668,0.4666666666666667
"[39, 40, 41, 42, 43]",0.11066666666666666,0.43333333333333335
"[40, 41, 42, 43, 44]",0.10366666666666668,0.43333333333333335
"[41, 42, 43, 44, 45]",0.10300000000000002,0.3
"[42, 43, 44, 45, 46]",0.10700000000000001,0.5
"[43, 44, 45, 46, 47]",0.09766666666666668,0.4666666666666667
"[44, 45, 46, 47, 48]",0.099,0.4666666666666667
"[45, 46, 47, 48, 49]",0.10600000000000001,0.6
"[46, 47, 48, 49, 50]",0.0936666666666667,0.4666666666666667
