22,2,49,26,0.75
29,20,32,28,0.5
34,3,45,5,0.5
44,12,1,35,1.0
26,34,21,6,0.75
49,11,20,47,1.0
16,13,30,8,1.0
31,32,19,25,0.4166666666666667
30,10,29,31,1.0
46,20,48,41,0.75
39,28,49,29,0.375
0,42,14,4,0.75
15,27,10,37,0.375
45,17,47,36,1.0
34,27,39,23,0.4166666666666667
44,27,9,47,0.2916666666666667
8,11,9,29,1.0
6,29,38,15,0.375
19,47,32,17,0.625
6,40,50,27,0.3333333333333333
14,16,37,44,1.0
48,33,29,24,0.75
9,43,29,11,1.0
16,1,12,38,0.4166666666666667
26,34,40,4,0.75
5,37,29,33,0.5
25,11,12,31,0.75
42,9,48,37,0.5416666666666666
39,14,35,11,1.0
32,37,27,4,0.25
1,13,23,45,1.0
23,13,28,12,0.75
14,10,20,49,1.0
10,6,14,4,0.5416666666666666
33,43,45,24,0.2916666666666667
15,18,1,42,0.625
9,31,24,42,0.5
49,32,17,9,0.25
16,49,48,13,0.5416666666666666
14,34,8,3,1.0
29,26,49,40,0.75
43,23,36,49,0.5
1,5,18,47,0.5
10,48,1,11,1.0
45,26,50,23,0.5416666666666666
39,1,48,11,0.75
30,37,14,26,1.0
40,38,32,45,0.4166666666666667
39,36,13,19,0.4166666666666667
39,10,11,0,1.0
28,5,15,19,0.5
44,11,18,34,0.5416666666666666
8,43,34,39,0.375
13,34,39,16,0.5416666666666666
44,30,43,33,0.6666666666666666
49,27,25,1,0.625
33,2,22,35,0.75
36,35,33,15,0.75
23,50,26,16,1.0
38,22,11,36,0.6666666666666666
13,15,41,26,0.625
8,32,4,40,0.5
43,38,1,4,0.6666666666666666
16,42,6,3,0.75
46,18,22,11,0.75
24,27,50,38,0.2916666666666667
14,19,42,3,0.75
5,16,29,28,0.4166666666666667
33,23,4,45,0.75
31,14,17,21,1.0
45,41,38,0,0.20833333333333334
46,10,45,28,0.75
17,1,46,15,0.6666666666666666
33,32,9,18,0.5
19,50,7,28,0.75
30,37,32,26,0.6666666666666666
9,36,40,41,0.4166666666666667
45,44,11,48,0.6666666666666666
50,31,44,27,0.75
30,36,16,45,0.625
35,9,19,13,0.6666666666666666
48,20,50,16,1.0
4,34,28,25,0.25
44,12,29,10,0.75
46,9,34,1,0.625
48,33,20,9,0.75
26,38,1,8,0.75
30,9,43,17,1.0
48,7,14,23,0.75
25,5,20,45,0.5416666666666666
39,14,9,10,0.625
47,28,40,42,0.75
27,21,18,28,0.625
42,27,38,19,0.4166666666666667
25,20,26,7,0.75
50,3,8,18,0.5
22,21,40,8,1.0
9,42,43,46,0.5416666666666666
25,9,49,42,0.25
17,29,44,24,0.5416666666666666
17,42,7,24,0.625
10,26,44,27,0.75
34,29,48,25,0.75
25,28,20,35,1.0
9,4,17,24,0.5
40,26,3,31,1.0
46,45,25,40,0.5
19,8,40,2,0.5416666666666666
17,3,14,50,0.75
19,8,24,40,0.5416666666666666
31,45,34,37,1.0
32,41,20,47,0.75
1,0,17,3,0.625
0,50,48,36,1.0
41,8,25,9,0.4166666666666667
1,37,36,4,0.6666666666666666
19,35,10,21,1.0
43,37,42,18,0.5416666666666666
12,23,49,47,0.3333333333333333
49,27,25,38,0.3333333333333333
45,15,40,42,0.5
7,46,20,41,0.625
25,7,9,36,0.3333333333333333
19,27,39,36,0.25
47,33,37,26,0.75
31,11,27,44,0.75
14,41,42,6,0.5
30,32,3,50,1.0
8,9,11,28,0.6666666666666666
0,8,10,11,0.75
15,0,47,31,0.625
24,47,29,39,0.75
28,10,16,41,0.5
0,39,50,34,0.75
15,4,34,29,0.5
7,39,9,43,0.5416666666666666
38,10,50,49,0.75
35,12,21,16,1.0
19,46,14,39,0.75
42,23,6,11,0.5
17,21,13,44,0.75
10,13,7,11,0.75
0,18,20,19,0.4166666666666667
43,15,19,40,0.4166666666666667
30,13,35,33,0.5
39,5,18,50,0.375
28,2,35,16,0.5416666666666666
43,45,13,6,0.5416666666666666
43,17,22,30,1.0
14,21,19,43,1.0
13,47,34,0,0.75
42,25,4,26,0.375
35,46,13,5,0.5
7,13,37,11,0.75
48,31,17,28,1.0
17,20,19,43,0.5416666666666666
33,18,1,10,0.75
50,21,20,19,0.4166666666666667
3,22,16,46,0.5
23,24,9,49,0.5
18,50,38,37,0.625
30,17,33,41,1.0
29,2,38,21,1.0
42,49,5,34,0.4166666666666667
30,8,37,32,0.2916666666666667
11,33,49,37,0.75
19,45,27,4,0.4166666666666667
47,8,50,1,1.0
22,8,50,14,1.0
18,48,3,37,0.5416666666666666
19,40,48,42,0.5416666666666666
44,4,33,20,0.5
28,32,18,41,0.2916666666666667
12,36,10,49,0.5
26,2,45,19,0.5
1,38,4,20,0.6666666666666666
19,45,48,3,0.75
36,40,33,0,0.5416666666666666
22,30,37,6,0.3333333333333333
15,27,9,47,0.375
12,1,44,23,0.75
34,17,21,33,0.75
30,20,4,41,0.75
22,12,8,20,0.75
46,27,14,18,0.5416666666666666
5,33,30,47,0.75
22,36,31,49,0.375
35,42,8,50,0.3333333333333333
18,26,21,28,0.75
29,38,43,22,0.2916666666666667
19,47,37,35,0.75
23,33,20,6,0.625
48,2,13,44,0.75
38,27,4,21,0.125
34,24,3,20,0.75
12,46,25,43,1.0
48,30,43,23,0.625
21,44,38,9,0.4166666666666667
43,32,3,20,1.0
6,15,37,18,0.16666666666666666
17,21,31,1,1.0
21,16,47,33,0.75
43,6,41,1,0.5
15,11,38,19,0.5416666666666666
48,50,31,49,1.0
47,22,46,3,0.625
5,31,14,17,1.0
38,32,21,9,0.3333333333333333
7,14,18,41,0.625
25,0,31,49,0.625
37,7,36,44,0.2916666666666667
47,1,36,35,1.0
12,46,22,45,0.5
3,9,39,24,0.625
13,7,26,37,0.75
31,3,14,33,1.0
5,1,15,19,0.625
32,35,17,47,0.75
6,13,33,19,0.5
7,9,16,23,0.5416666666666666
40,35,6,42,0.75
14,9,43,0,0.6666666666666666
18,2,34,44,0.5
30,41,40,15,0.5416666666666666
9,21,10,36,0.625
45,41,43,27,0.5416666666666666
30,50,35,45,0.375
2,46,31,37,0.75
42,35,0,29,1.0
50,7,39,8,0.375
8,9,50,13,1.0
10,45,28,43,0.5
16,46,0,8,0.625
32,50,27,49,0.625
10,43,20,34,1.0
1,39,35,12,1.0
24,50,22,28,0.75
4,38,0,37,0.375
45,4,7,33,0.5
20,8,6,12,0.75
3,11,16,20,1.0
23,45,25,36,0.5
28,25,11,17,1.0
35,30,28,11,1.0
48,29,2,41,0.625
20,47,34,14,1.0
5,2,39,30,0.3333333333333333
11,9,27,15,0.5416666666666666
23,25,36,5,0.3333333333333333
7,13,19,36,0.625
38,42,27,33,0.5
42,34,16,7,1.0
3,34,38,31,0.75
13,7,50,5,0.4166666666666667
6,33,36,13,0.4166666666666667
14,43,18,42,0.75
37,48,43,49,0.75
34,44,4,33,0.5416666666666666
34,31,28,27,0.75
49,34,9,46,0.5416666666666666
5,6,22,3,0.5416666666666666
8,15,27,25,0.3333333333333333
13,35,48,26,0.75
33,22,16,45,0.625
23,24,14,28,0.5416666666666666
0,28,48,38,0.16666666666666666
50,11,20,30,1.0
25,38,23,33,0.3333333333333333
9,16,32,19,0.375
2,22,33,25,0.625
30,2,14,37,0.75
42,48,36,29,1.0
8,28,21,12,0.625
12,26,27,48,0.6666666666666666
23,13,46,3,1.0
11,40,29,47,1.0
33,43,35,0,0.75
49,39,8,26,0.5416666666666666
42,17,27,34,0.75
44,37,34,10,0.75
19,10,30,17,1.0
28,49,19,33,0.3333333333333333
9,0,39,47,0.5416666666666666
46,20,1,16,0.6666666666666666
38,31,50,34,0.375
19,33,7,6,0.3333333333333333
14,48,38,26,0.75
8,49,28,18,0.375
46,34,50,25,0.25
4,39,45,25,0.5
23,29,43,14,0.75
40,39,32,26,0.75
26,13,14,36,1.0
47,15,9,34,0.75
18,36,9,7,0.375
45,50,12,22,0.75
50,0,33,35,0.75
49,1,45,2,0.6666666666666666
48,39,6,37,0.75
27,8,38,48,0.5
22,27,37,43,0.5416666666666666
38,11,25,45,0.5
41,19,14,46,0.625
13,20,23,29,1.0
21,17,48,24,0.625
